Ano,Mês,Unidade Federativa,IMPOSTO SOBRE IMPORTAÇÃO,IMPOSTO SOBRE EXPORTAÇÃO,IPI - FUMO,IPI - BEBIDAS,IPI - AUTOMÓVEIS,IPI - VINCULADO À IMPORTAÇÃO,IPI - OUTROS,IRPF,IRPJ - ENTIDADES FINANCEIRAS,IRPJ - DEMAIS EMPRESAS,IRRF - RENDIMENTOS DO TRABALHO,IRRF - RENDIMENTOS DO CAPITAL,IRRF - REMESSAS P/ EXTERIOR,IRRF - OUTROS RENDIMENTOS,IMPOSTO S/ OPERAÇÕES FINANCEIRAS,IMPOSTO TERRITORIAL RURAL,COFINS - FINANCEIRAS,COFINS - DEMAIS,PIS/PASEP - FINANCEIRAS,PIS/PASEP - DEMAIS,CSLL - FINANCEIRAS,CSLL - DEMAIS,CIDE-COMBUSTÍVEIS,CPSSS,OUTRAS RECEITAS ADMINISTRADAS
2021,Fevereiro,PI,4126.67,-3.40,0.00,1316781.81,0.00,0.00,1979872.33,7468446.41,0.00,27493390.12,27589885.54,886712.47,131439.13,1967081.85,420581.84,766214.16,24268.14,43003755.36,4330.52,18413466.86,961.01,17418511.29,0.00,25113037.78,561426.14
2021,Fevereiro,PR,399670379.63,141462.15,103.10,7837905.75,49285287.43,167763941.22,136795068.90,115213906.63,17881197.66,554476800.37,319333478.90,55496790.06,59793012.62,25876917.55,69031520.96,4665900.63,11644001.44,1139122367.63,1893226.66,332708297.91,11607756.70,268852545.44,19701962.68,83631033.09,27643606.96
2021,Fevereiro,RJ,266699868.25,-1164.46,3206480.76,24581303.04,20995305.73,141520901.38,122125438.54,236890001.46,273177583.83,5601334273.96,1306232237.10,646012257.90,491727839.31,114594347.23,133680820.26,408646.50,311043077.91,2333806056.45,50462600.58,625287414.64,171771526.66,1548222514.70,688077.58,314565122.91,610540634.36
2021,Fevereiro,RN,130140.54,-3.51,0.00,1261321.51,9513.52,56306.57,4773629.05,13261799.91,500.00,48572706.36,52710012.54,2234782.24,466050.37,2347010.00,1706789.91,57844.49,69464.94,70980276.60,11293.76,31289870.13,554.06,29306458.03,0.00,45094134.61,1765601.75
2021,Fevereiro,RO,1635840.32,-54.92,320.69,162316.54,32463.57,0.00,5005279.46,6845588.49,238183.22,234729941.29,21690186.03,1524366.97,410500.93,1356609.71,9282390.02,144802.77,391655.35,108412151.33,59922.17,32795638.42,202050.18,93618558.05,0.00,26761209.93,781378.15
2021,Fevereiro,RR,48159.13,0.00,0.00,0.00,0.00,23909.30,41934.95,1949365.56,0.00,7152359.23,8015805.80,134523.45,33997.50,689347.50,42359.85,104268.56,14938.83,9329490.77,2427.56,5981073.91,1326.98,4815597.32,0.00,14210329.24,-20199.95
2021,Fevereiro,RS,131504026.42,44214.53,89158002.08,15032586.81,44605.43,149708995.84,183601525.15,104118622.97,42501748.58,502589247.31,428537581.07,67965118.22,47705263.95,37168881.60,97785815.63,1749566.45,44358728.01,992809579.87,7036621.06,293809591.80,26699303.17,256654075.58,1303546.50,139457217.97,35138303.86
2021,Fevereiro,SC,1105443616.83,33057.29,2120.06,16712471.31,16044703.91,529769024.37,240911426.17,71027946.28,2447321.25,521910168.44,221153923.56,31691759.22,19460220.83,19967851.40,41238700.89,587100.72,1608231.77,1550578736.20,271730.54,387848987.43,1522809.85,241341409.29,18.14,61742857.74,69287192.11
2021,Fevereiro,SE,24071.17,-2.01,0.00,1349014.69,4219.38,601067.76,4842388.82,7645567.78,367786.18,36592358.20,28516719.04,2039148.36,1232485.48,6411340.60,4703011.45,139626.33,2001906.75,48772815.45,336296.29,20015274.89,298148.87,21506108.99,0.00,21584620.39,907067.39
2021,Fevereiro,SP,2087253605.15,343722.20,1406615.70,62429445.98,157350863.04,881932449.25,1198889631.79,739018961.36,817447816.10,4860203290.59,3491228358.85,1692142058.23,1713267395.47,562712071.07,2181577554.10,8738855.47,544293530.18,8176475167.96,88762093.60,2160199577.90,479680124.99,2336300374.48,43147.15,169059208.66,559163179.85
2021,Fevereiro,TO,104.51,-3.27,0.00,280172.86,5799.88,0.00,1040175.31,7257549.01,47549.99,25873327.10,13135887.61,396779.52,156666.71,869762.39,229828.36,748956.47,27849.54,27939363.99,4649.72,13459441.25,37015.62,16729392.54,0.00,11920740.44,654326.98
2021,Janeiro,AC,76795.44,0.00,0.00,105275.63,0.00,3545.96,59271.27,5374486.90,0.00,17108062.16,9935088.63,478308.52,113288.68,744212.40,271585.88,35304.29,13176.81,16832444.33,2136.39,8495911.07,21748.64,10585919.84,0.00,8217844.23,413860.24
2021,Janeiro,AL,5715775.36,1585.75,0.00,2429997.03,0.00,1997.98,6400693.99,19307175.31,10140.80,63994914.25,38986543.32,2853003.64,2548646.56,2374023.23,239653.79,137016.39,74218.10,74518629.18,12959.69,31995326.55,6235.03,36554364.81,10709.73,26775521.36,1418540.16
2021,Janeiro,AM,66881522.07,-3.73,0.00,2939901.98,56217.13,10996827.11,3330145.66,20780414.79,5726450.21,268293675.41,113592534.53,48580623.75,147533080.17,6539435.57,3033203.48,90670.73,322131.95,363329170.06,51166.41,98746015.95,5390744.78,187035193.44,1008054.70,27782539.77,29504031.94
2021,Janeiro,AP,807.20,0.00,0.00,0.00,0.00,793.74,663626.07,4994315.81,0.00,30524450.56,6366269.14,79478.28,23700.73,174503.03,1265.19,20720.60,37544.15,7494516.46,6100.92,5666953.61,0.00,11399181.43,0.00,24095052.99,843580.36
2021,Janeiro,BA,83900454.53,126.03,21850.07,27972323.91,0.00,46552559.36,75435702.27,104256729.62,2722364.03,450613838.79,203536901.10,64412775.78,15942140.06,17832268.22,2939355.29,994626.80,2455118.04,551037391.15,398259.76,165213503.07,2569586.41,293427642.87,0.00,73395132.47,11921605.11
2021,Janeiro,CE,102472464.25,-19.20,0.00,16842922.36,11406.24,48216983.67,37742790.89,47841199.32,197686915.38,487431762.22,222336822.09,44387671.60,12028884.15,13597385.87,1688817.59,139035.23,26766800.87,412657707.99,4358357.57,119526520.76,210310254.90,261530154.16,2561229.45,55760634.85,34115508.25
2021,Janeiro,DF,3487980.68,-82.98,0.00,2387292.35,0.00,855703.20,2298761.43,75858959.06,449571026.70,1225760813.22,3219108040.25,271191278.87,68091655.61,259940010.15,322128049.69,115563.05,276656693.47,529323678.34,45721775.69,146422966.39,250496305.59,602225883.14,0.00,1458747506.46,883124686.87
2021,Janeiro,ES,215579432.01,-174.29,0.00,1363284.21,12337992.64,163818867.20,73147103.51,40722114.39,4901524.69,375654451.29,132325753.48,17854329.28,20649192.36,8835307.12,4950946.59,115352.82,7146640.19,462743595.42,1186258.16,131256887.70,3810940.19,185268838.05,32847.35,32620119.26,12149239.69
2021,Janeiro,GO,35618836.86,3230.15,116879.27,6626552.56,29809.02,6825783.91,25577127.65,76290810.15,710434.06,626879197.00,174691269.45,21817201.03,13768559.82,9350129.28,5552800.45,3380589.93,576334.08,446783418.85,78898.10,146284155.75,544622.63,264270840.20,4964.13,48824630.85,5173464.33
2021,Janeiro,MA,7710140.06,37.69,0.00,4668013.32,5807.05,849124.61,1047275.44,52646215.88,5752.01,113848171.34,52409922.30,8280993.86,135431.22,3361177.66,354945.13,302347.05,48655.15,241721949.94,7569.96,68826698.17,5194.65,76501391.30,3442747.56,30952822.22,2507630.52
2021,Janeiro,MG,147900857.79,-698.00,436924545.98,30888801.97,24704.53,75671372.18,182697198.50,318290936.95,66014056.55,4561891586.60,780851209.86,207800521.68,80655389.83,57654784.55,53944002.45,2690429.11,37063141.26,1248825941.84,6015020.70,402466314.81,51346100.65,1926067725.93,1817.58,188320775.73,28194956.41
2021,Janeiro,MS,200202.17,116.94,0.00,72466.24,8422.40,250510.15,8934170.95,46168666.52,587158.84,186435408.86,71346540.34,13215807.98,607153.77,4083488.67,2808756.72,5189884.79,13582.97,122605911.53,2116.18,50372998.70,707750.53,87668256.13,32983.20,26503975.65,7644742.61
2021,Janeiro,MT,4356566.32,4298.41,0.00,7512333.94,0.00,2042155.00,4413557.10,56714066.07,2112365.34,364423809.04,110167168.08,10778682.55,1916156.44,6669725.06,9832438.78,5293609.06,361381.22,190970583.77,59833.42,75172707.16,2238796.39,194936666.75,195911.88,20792983.80,8823976.19
2021,Janeiro,PA,10626460.72,35.52,0.00,2336150.87,8411.92,6217640.58,19921940.35,33755515.75,15551980.17,208421057.20,105473439.21,4261585.05,5598627.37,5297936.53,10808212.33,668533.12,14016548.55,193662677.81,2275297.20,68574990.42,11278229.80,121325680.98,3026200.29,50270821.10,3000408.91
2021,Janeiro,PB,6269371.62,-938.17,0.00,3506355.79,40141.13,1366775.51,3952917.32,25607136.90,14077.57,93821247.42,68707252.30,4350509.20,764909.49,2792240.63,971248.60,229850.96,26699.08,92613758.04,5148.58,34158634.66,9118.61,60693236.40,0.00,56976372.23,2575759.71
2021,Janeiro,PE,136804718.48,4949.05,0.00,34676078.18,8986324.37,60085089.91,53222199.61,65994064.02,486330.20,392058726.15,211636608.40,38235132.19,10176503.13,10118173.79,10469658.17,199666.35,1257644.07,576610611.62,211493.52,164697477.80,376830.77,232264015.12,5370132.15,82698023.96,12617543.44
2021,Janeiro,PI,5709.05,-4.49,0.00,2566262.67,6210.87,134.04,1962463.62,18413920.99,24536.41,97915437.88,34549382.93,6736385.44,1648281.00,3004211.44,293627.07,678057.15,58933.68,61064819.65,9945.94,23703555.64,22811.71,58479073.54,0.00,25234426.11,1675237.52
2021,Janeiro,PR,506318391.31,-857.33,343.20,9528242.76,53149864.13,218835937.10,163626999.68,195017761.34,68157328.11,1489391632.44,546813810.59,177968582.06,74793962.71,41604679.28,37213781.78,2597637.86,12397829.22,1505305067.86,2011202.97,399686615.35,71774733.87,706294229.55,14804940.01,85199606.12,34489465.55
2021,Janeiro,RJ,287914074.67,-645.56,2365310.94,7320019.03,28484096.35,154788221.52,130408875.90,436249251.48,1961676954.65,3903733645.87,1815200775.44,781323751.88,413748261.81,125628742.56,112929294.71,458500.24,160308279.98,2914988269.16,25844876.07,1202988619.84,1633306930.02,2094316041.08,694396.32,270346131.26,678768305.36
2021,Janeiro,RN,1240478.39,50.55,0.00,1629153.02,56717.43,626590.45,4985169.05,48455347.88,67411.46,144822172.06,58868787.97,11522150.77,3449444.12,2479047.21,652502.23,91297.24,87652.18,106031392.43,14165.51,40741532.24,31139.90,75472122.61,0.00,45110698.38,3627245.86
2021,Janeiro,RO,717589.57,-56.36,320.69,174592.70,779.17,4328.32,7453166.51,12543883.22,4262702.92,63724465.39,29812805.94,2700152.14,109120.82,1438345.86,4939939.41,260792.19,507064.09,47165875.01,72567.15,21132915.91,3073521.93,38437722.36,0.00,26829686.19,973957.79
2021,Janeiro,RR,21938.30,0.00,0.00,259.37,21766.54,23585.69,72637.53,4500420.54,22974.28,18279739.11,8443310.78,286109.61,35314.67,571114.50,16497.89,90236.55,27962.03,10040224.03,4542.06,7186546.42,31118.77,9957736.13,0.00,14398301.61,464485.55
2021,Janeiro,RS,152812440.93,875.71,125052868.92,15817066.60,23777.56,141494179.89,176314165.67,286573206.46,132122441.54,1577502839.73,690397305.97,158888975.07,52869341.86,43974633.31,48946307.86,1951658.17,41381601.21,1069355020.65,5908573.26,342606984.33,121002414.56,740229519.40,1733071.51,142211499.30,28185644.84
2021,Janeiro,SC,989607259.03,-2240.43,2033.79,11701185.03,28939850.43,510691151.15,197884268.53,121525928.89,6132982.96,1466233633.75,369884878.73,110009389.43,24264201.69,24298376.75,19283813.70,493425.62,1803916.37,1546760661.81,303813.41,396110921.56,5507603.84,692067365.78,0.00,63298499.31,42385964.50
2021,Janeiro,SE,24518.07,-178.23,0.00,3238296.20,11283.79,775.52,6128417.01,18963557.32,7778912.17,53516853.20,35308963.68,4920862.63,2303972.06,2463128.56,2253156.07,49349.97,3795473.30,53885768.39,631133.21,24788168.64,8425666.66,33006998.75,0.00,22072694.83,410389.15
2021,Janeiro,SP,2214330811.82,373759.63,1451900.92,67236147.60,181762012.89,910549411.52,1259635424.25,1348282499.05,2837593862.41,13750386143.55,5805238471.61,2358682586.05,3741085872.63,598592392.49,1532997558.06,6633628.81,1001658525.01,9154417107.36,161570352.26,2331976102.29,2301428937.78,6041301744.76,5337076.39,177594830.81,627698445.55
2021,Janeiro,TO,25267.09,316.14,0.00,509697.16,0.00,849.56,1673139.13,12553835.30,29548.89,42840387.63,19825369.26,4888584.55,154651.50,1201525.37,160392.82,846971.26,29546.67,35920463.85,5093.87,18641417.00,25670.13,26025254.20,0.00,12043258.44,1135870.74
2021,Janeiro,TOTAL,4980620863.79,383482.80,565936053.78,264048672.48,313965595.59,2360770894.83,2448989208.89,3497682419.91,5763970232.35,32075508122.12,14935815225.38,4376505432.89,4695015744.26,1254620999.09,2189681811.73,33754755.34,1588893093.70,22036666656.53,256768657.96,6527441441.79,4683743008.74,15067342798.71,38257082.25,3097074389.29,2463844547.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,
