Ano,Mês,Unidade Federativa,IMPOSTO SOBRE IMPORTAÇÃO,IMPOSTO SOBRE EXPORTAÇÃO,IPI - FUMO,IPI - BEBIDAS,IPI - AUTOMÓVEIS,IPI - VINCULADO À IMPORTAÇÃO,IPI - OUTROS,IRPF,IRPJ - ENTIDADES FINANCEIRAS,IRPJ - DEMAIS EMPRESAS,IRRF - RENDIMENTOS DO TRABALHO,IRRF - RENDIMENTOS DO CAPITAL,IRRF - REMESSAS P/ EXTERIOR,IRRF - OUTROS RENDIMENTOS,IMPOSTO S/ OPERAÇÕES FINANCEIRAS,IMPOSTO TERRITORIAL RURAL,COFINS - FINANCEIRAS,COFINS - DEMAIS,PIS/PASEP - FINANCEIRAS,PIS/PASEP - DEMAIS,CSLL - FINANCEIRAS,CSLL - DEMAIS,CIDE-COMBUSTÍVEIS,CPSSS,OUTRAS RECEITAS ADMINISTRADAS
2021,Maio,ES,248620834.47,-155.40,0.00,1816381.56,9033035.67,198654730.06,80894640.94,177897441.93,7580563.91,159488262.89,100083472.42,12040397.26,12229613.00,10867434.82,16900093.66,89898.90,5362945.37,536849361.21,889210.25,143533826.98,5868380.52,79403609.84,32962.07,32561167.17,26386909.18
2021,Maio,GO,47518806.59,2001.83,47437.82,7362261.58,16339.31,8552066.06,30258527.36,365047697.42,1203649.86,166230080.13,139553318.60,7388322.37,14898096.98,9736120.34,16094725.28,3607748.69,446354.95,284775683.39,69250.63,106155233.63,819349.66,84702612.65,4940.41,44930320.59,38396119.72
2021,Maio,MA,865702.56,-13.84,0.00,2717021.50,0.00,267226.73,987105.86,66265196.05,6301.38,37825517.90,44509916.67,1643422.95,352684.25,2566567.41,595798.92,439178.59,71147.16,212493405.48,11524.37,62159224.07,7243.45,26408243.06,995.87,31016472.22,3266740.11
2021,Maio,MG,155283602.31,-1911.98,365204377.81,26180110.69,22925.57,76322515.66,163031642.73,1193447919.19,11302048.78,1133985424.34,661242950.42,61842340.03,191868735.71,45848428.42,103115251.05,2401959.83,37119500.64,1111236582.08,5754781.63,354658166.04,6917332.06,512476764.16,428.00,191565237.42,64399582.39
2021,Maio,MS,123498.87,-89.19,0.00,82677.98,0.00,637987.86,14006131.71,277092539.77,1392.36,130741985.86,56122471.49,5626150.13,871379.82,3770561.69,9340447.78,4348559.55,10894.93,114682076.48,1611.32,48140974.89,13982.19,60409160.42,0.00,26300770.32,10293880.29
2021,Maio,MT,4832250.30,-10.93,0.00,4542839.09,45.00,2734876.62,4381944.68,290586998.30,134734.48,148174700.75,91046808.88,7461598.09,4289639.55,5061141.77,36846380.57,4659509.03,301448.76,171809064.15,47330.77,66816926.80,206387.56,109046120.95,196627.25,28164583.29,7682453.96
2021,Maio,PA,6156665.44,1271.67,0.00,2277844.34,0.00,7218193.63,23196079.67,96922545.48,81253507.87,95542915.71,84974885.24,4802667.14,4258453.69,4713101.70,27021997.88,472868.38,18495998.15,160145350.38,3008568.98,60733229.35,63489908.76,55083421.63,683116.00,50071337.55,6103801.69
2021,Maio,PB,3347527.52,-392.90,0.00,2670142.02,52968.71,2273339.43,2960289.02,95797312.46,1081.55,37888257.17,59049552.35,2225853.33,173122.90,1961683.89,3457616.41,171190.24,24602.63,71759078.36,4737.52,26969583.09,4064.19,26551498.14,0.00,57074367.04,2403910.04
2021,Maio,PE,109406931.24,5439.66,0.00,22629739.24,2626544.10,63556243.29,38518932.21,194509365.66,97600.58,171523287.61,161115780.70,11168562.27,6627869.99,10507848.60,3939444.89,445782.60,1295968.00,536017359.05,217233.41,151154933.06,66997.76,110689324.87,29115.01,79923452.81,18778561.07
2021,Maio,PI,47881.49,-3.76,0.00,1432905.55,10965.77,0.00,785569.91,59317156.51,0.00,22656329.69,28249744.02,746616.29,158678.35,2158250.53,422276.33,707047.80,34624.17,40608781.99,5897.42,17014014.02,961.01,16057140.37,0.00,25216041.58,1356836.73
2021,Maio,PR,480030543.73,-407.43,120.22,5658694.19,10453815.34,226201599.95,151646382.98,966305109.23,13835904.13,570228555.47,397425992.43,49116280.43,35623822.65,28982695.22,88558853.13,3551949.24,12257715.05,1258657416.46,1973378.14,341071995.35,9392714.12,273901852.86,297269.22,84865870.27,56569053.93
2021,Maio,RJ,275787526.65,-2949.66,3602558.44,16241312.84,10576332.44,154947432.07,88071048.81,1185800473.90,331206806.88,3111522499.98,1791120986.13,736373314.67,805648110.80,126218532.60,153234749.42,302005.22,266983174.63,2085019464.06,46027063.09,584138546.38,200589251.61,1401761340.22,160700068.59,295992744.68,640876716.05
2021,Maio,RN,625362.44,-8.39,0.00,906354.94,0.00,390379.08,4701385.52,82930314.58,3165.33,33398853.33,48673095.10,1833181.95,2372441.09,2332182.65,1417118.79,54459.00,95557.01,71890029.55,15429.10,30640310.53,2041.34,21155616.70,0.00,45526169.29,5363637.14
2021,Maio,RO,555157.70,19.82,320.69,205865.81,31693.30,537841.44,7351334.68,52801011.00,459559.33,23531343.57,21675449.24,1981044.06,188242.64,1349458.66,11308806.17,205711.69,434328.54,41680526.86,53370.47,17790139.92,331283.59,13022349.21,0.00,34367929.34,1501336.30
2021,Maio,RR,2720.90,0.00,0.00,0.00,29.91,12968.03,25225.34,12879218.25,659.08,8114412.31,6454339.99,106604.70,46656.34,1238003.59,52024.56,148248.77,2191.69,9432875.34,241.93,8269741.59,1770.47,4915794.15,0.00,14329783.22,739285.44
2021,Maio,RS,123631257.05,1084.26,39654813.41,14548534.13,22542.62,167779410.09,177308160.38,967309634.41,38991365.84,631997292.65,464589176.31,70681522.63,37316383.38,37505250.56,139422316.13,2185619.21,48932907.78,950948699.38,8083786.60,293081323.33,24418090.68,302959657.58,1525472.29,140598797.51,48568842.15
2021,Maio,SC,1124268565.86,6541.98,3457.17,5049112.66,283571.86,613011977.70,258773679.56,464239011.03,4206934.88,486518989.01,266080450.36,33778277.04,26365077.98,21677476.30,49400193.57,678796.75,1818764.30,1669083785.52,278956.97,415350020.02,2719803.38,232447779.36,408.93,63019947.52,55937324.64
2021,Maio,SE,13188.55,-172.55,64425.00,330462.85,0.00,437.99,4210297.67,72856654.97,482092.75,24903770.25,28212011.68,2123899.41,2256824.94,2405858.50,3719901.40,41736.93,1806175.73,52499805.51,303710.73,21014475.76,395732.36,15344403.81,0.00,21977606.17,1471606.20
2021,Maio,SP,2365364831.03,352637.22,1169112.00,52292555.14,90804713.32,975560711.80,1068951499.53,4083826684.03,1256909252.78,4511386366.12,4035340872.78,1953122596.25,2068743753.50,712204981.26,2615993757.19,5033079.90,1217934199.96,8357136377.65,144105921.85,2092472755.64,803587497.66,2092442476.02,8282562.82,170536318.53,635486590.12
2021,Maio,TO,281.63,-41.47,0.00,365575.73,0.00,0.00,1634769.55,31952370.95,58218.55,23379458.98,14604662.50,348595.70,89349.20,809448.76,799040.13,982400.51,40970.82,27532367.18,7426.51,13164565.18,41211.63,16570975.65,7229.33,12094577.38,2461138.00
2021,Abril,AC,1696.93,0.00,0.00,178533.71,0.00,379694.48,60790.61,3745483.57,3385.33,13555527.04,8073525.35,2273471.91,107539.55,716901.14,542509.28,33678.36,7158.20,12483696.81,699.75,6759460.71,8100.62,8298652.70,22.20,8205264.43,639021.54
2021,Abril,AL,8118.53,1582.90,0.00,628703.50,15691.43,356068.92,7020339.83,17872058.32,11645.57,51539726.23,34061496.05,1148023.26,415738.65,2318162.89,1110570.44,122218.60,47579.83,78564579.66,8852.14,26138378.54,16269.61,31292843.01,10849.63,26941929.09,2657921.15
2021,Abril,AM,93893842.78,-4.24,252.12,2255764.25,48434.52,15253803.83,6064085.41,20118526.20,300731.18,265230727.06,84131182.70,10275297.17,18071173.23,5802263.54,3585756.63,128805.97,239292.61,472119012.61,38809.28,120316095.73,191641.67,186520156.35,2030221.20,33615827.66,19887160.67
2021,Abril,AP,4275.87,0.00,0.00,0.00,0.00,1235.01,236595.14,3442264.79,0.00,18694753.73,5334226.53,100615.15,30630.67,455833.90,158079.81,6895.48,5142.97,9850333.69,768.52,5561104.10,0.00,8417514.88,0.00,24147209.44,-452797.31
2021,Abril,BA,87085689.63,1359.52,6343.48,14004506.58,2672.21,62786167.40,87965947.73,76010458.13,1471729.72,456300426.24,215937014.27,18631746.81,15600046.90,17291586.94,4457628.20,723162.49,1643165.98,453621356.57,266882.73,144379951.04,965395.93,299442002.59,0.00,73343280.51,9659125.01
2021,Abril,CE,78754097.42,60.10,0.00,6198990.83,0.00,39646161.16,34647483.88,44023660.42,27248524.41,300511233.41,148414655.30,11390649.66,15442814.47,12100381.65,2940676.06,471950.18,27167397.74,291765556.01,4427143.27,90178883.60,17006989.50,188589224.81,1043390.65,55845019.40,5759372.79
2021,Abril,DF,2829527.49,341.97,0.00,1317906.24,12674.16,1068564.25,1978105.51,205924231.79,75827651.60,962377078.11,3200221083.37,293043495.07,192174680.18,604485599.86,589664027.07,70077.92,245530449.22,524825049.36,40550410.35,360720662.01,50033983.43,446769007.88,92.20,1438889944.56,577512665.17
2021,Abril,ES,221652576.01,-141.49,0.00,1194052.87,18245535.13,192557174.12,82561885.89,42559041.06,9428637.84,301907363.04,105102377.55,10332332.20,13788374.22,8322209.06,15018892.00,130768.72,5423482.93,484834031.14,902037.14,133504919.42,6807768.75,148070390.39,32927.13,33009380.91,100301237.08
2021,Abril,GO,49182049.55,2272.91,125931.85,3837434.83,1357892.76,3467774.44,28962807.19,85719340.07,780354.54,354910072.54,131295675.29,11302382.80,9702511.23,8952051.57,16319171.12,3512104.57,458684.50,276091121.96,71093.16,103593541.46,563771.61,178063896.99,4930.43,48927713.82,16667587.97
2021,Abril,MA,4182590.71,2891.35,0.00,2579088.04,3660.68,617787.25,836908.83,21687582.11,48891.23,90897024.76,39373538.98,2024630.95,401581.13,2699483.91,717040.05,147685.41,72527.91,67150892.13,11761.08,32118736.90,72447.78,61508298.01,2107.33,31015378.06,6981959.22
2021,Abril,MG,144398502.36,-1029.44,363220026.86,35323931.87,15758.38,79245064.44,220165111.12,296919260.81,14970771.65,2212530578.49,560040920.71,99643575.56,62285033.96,52805378.38,101453427.08,2820680.70,38690205.20,1169927964.87,6168445.20,373625931.65,8488379.05,1004135034.55,0.00,184158732.19,-50332371.76
2021,Abril,MS,240099.52,-78.99,0.00,41717.72,0.00,532012.61,9891708.13,46926550.26,29831.77,202052926.33,56434603.76,5320891.64,715245.69,3331651.09,9879867.97,2894638.97,9074.96,115952305.47,1522.55,46581889.38,27457.71,96967002.51,0.00,26437997.76,3442342.16
2021,Abril,MT,3776668.25,-5.66,0.00,3248482.85,0.00,2521178.72,3813368.21,52856401.71,903351.13,317445164.98,87662008.95,13073772.00,7561814.37,5000559.30,26305358.05,4415254.28,262102.49,161135834.02,44020.74,68002435.79,676468.95,218824210.94,0.00,28070249.26,4500518.24
2021,Abril,PA,13605141.57,-308.11,0.00,1253818.13,2806.98,5338127.71,17391757.34,29443704.70,21231636.36,214997043.58,101387278.04,3484869.13,4802998.34,6837519.67,26446918.90,622722.03,14223214.69,143166422.33,2315272.42,59358849.65,15503480.40,102865495.95,1043870.60,50197459.92,22102529.49
2021,Abril,PB,8984253.37,-1295.75,0.00,2070943.29,47560.07,2469101.28,2787593.56,23670038.84,61970.36,82516855.72,60004233.30,2066045.63,149780.32,2048991.65,2777351.15,251639.44,18408.19,74865061.68,3359.51,28892984.23,59788.91,55513931.19,0.00,57063120.11,5478121.59
2021,Abril,PE,163282829.53,4394.57,0.00,19364216.13,17637907.65,81612367.94,45908162.00,58655582.53,145049.57,350147330.65,152694033.21,16053780.11,9103353.02,9134216.37,4900423.44,169627.18,1438248.63,565593623.77,241161.83,156606897.71,100051.23,208310932.78,28967.66,80422428.62,16510865.02
2021,Abril,PI,4132.73,-3.29,0.00,414385.33,15851.00,0.00,1120762.02,14007966.19,26754.49,64123208.63,26483750.49,1594817.95,796483.11,2185105.85,491192.66,666204.83,30891.31,41979403.82,5305.52,17347296.36,24775.98,41335720.06,0.00,25285940.26,42075.96
2021,Abril,PR,422288791.22,434.88,120.22,6474953.25,44720063.97,191195811.00,145640004.47,239238510.07,16264491.02,1303569549.68,397673264.34,59565223.21,36976882.20,29636294.19,84089413.01,2369237.51,12820446.72,1194740385.95,2175642.93,326835744.56,10167817.40,633565615.62,6667938.60,85382129.20,42655383.61
2021,Abril,RJ,311444524.52,-494.55,4163737.86,14181897.38,30100576.35,176695601.89,122949576.23,487915437.26,141180104.50,3551507479.95,1557689082.25,744645217.45,398563971.49,136358340.25,165854493.19,1918345.24,155684597.84,3100042923.95,25088870.86,803489136.57,89139781.32,1653484022.56,137046869.73,295815036.11,636259494.02
2021,Abril,RN,913374.32,-8.70,0.00,1290935.97,0.00,503564.44,5009958.01,32490100.46,7511.65,110189875.47,48699548.81,4918965.51,3688615.52,2999326.47,1817356.91,57540.56,49322.16,70974959.57,7948.20,31865849.39,30800.33,57733514.96,0.00,45675892.66,2477038.75
2021,Abril,RO,5351.81,-57.21,320.69,140075.48,4727.10,65998.89,5241954.01,13426984.64,380682.95,55668050.49,23012770.09,4692116.33,1638311.35,1945814.04,12388264.10,331221.18,317440.09,40376500.72,51105.82,17353374.04,296586.35,33473777.39,0.00,26375497.34,1108645.95
2021,Abril,RR,5771.85,0.00,0.00,0.00,9452.42,18533.74,34406.91,5034899.70,1419.63,19810728.25,6762152.16,156958.89,46177.10,1081512.03,45710.43,67078.38,3274.68,9037639.47,524.65,6328469.27,1312.32,10852849.55,1863.75,14448275.73,633753.44
2021,Abril,RS,155320431.26,27789.45,84793869.97,15429385.11,40900.79,158232198.85,193824052.04,246308089.44,54267854.52,1364225454.94,450902074.98,86480193.95,52375295.65,39774711.19,117478378.37,2258232.88,47792981.16,1005329965.45,7900319.18,304699643.96,33822030.06,627448589.29,2151831.11,140515650.81,36564200.63
2021,Abril,SC,977965625.82,-2461.45,0.00,7916502.34,838363.06,514515543.82,218588141.93,159231572.60,2163984.18,1072272720.23,255445854.77,55842496.02,31181822.68,20405743.73,48398306.45,654256.30,1709163.26,1578719312.38,295444.71,396531444.08,1405305.91,515693682.30,0.00,62906945.33,34445364.61
2021,Abril,SE,107991.28,-2.00,0.00,170068.73,0.00,1077.85,3920284.73,19181400.21,2366467.22,53343260.00,25780568.96,2076856.95,457302.16,2447049.01,3165743.88,32489.70,2024820.16,52269772.31,339945.61,22817948.35,1965325.71,36324071.25,0.00,21903985.39,773905.22
2021,Abril,SP,2334502376.16,337810.59,906226.02,38364988.87,163020280.50,978509769.69,1127061656.01,1423217401.61,646269657.75,8880840774.92,5218346722.32,1823360273.23,1755240676.92,784753141.92,2414933461.96,4605503.31,824585827.48,8630387291.37,134579239.05,2230474856.51,414283495.11,4048569694.57,84447.65,170522304.28,436658382.51
2021,Abril,TO,0.24,9.97,0.00,190694.89,0.00,0.00,1549442.95,9593076.30,25547.20,38396323.46,13660264.87,863000.13,259129.43,2245399.46,265085.68,916517.04,28520.37,29389241.12,4911.80,14072669.99,26629.23,21139723.89,0.00,12093668.76,2662964.51
2021,Março,AC,107951.86,0.00,0.00,95485.11,0.00,15061.43,53736.78,2665914.16,5898.21,9817033.14,8036915.46,478504.22,167794.16,716759.90,407045.09,32321.14,16604.07,11931301.40,2695.87,6144410.26,7638.40,5398373.44,0.00,8194606.14,648694.42
2021,Março,AL,21125.90,1583.71,0.00,633332.04,4426.93,4139.30,8516552.49,12374660.47,25.41,28552817.32,32294587.57,1057328.67,1151714.98,2272499.98,1042455.12,135552.16,43030.22,77725918.00,7538.16,24672340.65,25.41,18477976.31,10728.72,26876934.29,3778515.59
2021,Março,AM,75174647.53,-3.33,0.00,451344.38,17786.20,13471429.16,5642206.94,13940289.89,247980.72,188994254.95,85326427.13,7447757.80,35632068.91,5461352.42,5534729.30,77681.60,239408.27,375224240.26,38870.04,98527050.89,158016.33,187305279.86,0.00,27452206.49,17175975.67
2021,Março,AP,7571.61,0.00,0.00,0.00,0.00,2842.50,421085.97,3065142.25,0.00,6834020.40,5495171.81,106470.60,99997.21,351056.76,242754.69,8532.11,15786.07,7832783.90,2520.66,5568379.51,0.00,3424642.87,0.00,24161398.11,405666.34
2021,Março,BA,121349852.66,1534.98,8959.60,16393721.91,11956.95,65753311.61,74820924.55,48986521.95,16386131.16,313293821.52,159321673.22,14646707.51,17418974.69,15252284.62,3575349.93,1543804.04,1760799.82,495990296.09,285566.45,147127557.69,19036993.33,207355619.70,0.00,73177761.58,16848412.39
2021,Março,CE,113241072.64,-37.33,0.00,7784196.68,0.00,52679282.28,37897330.94,36516585.95,24196149.40,134673187.92,145491356.89,12849571.86,13037949.36,12116136.55,3192326.35,92183.56,24216157.82,358625296.58,3942219.28,106107361.75,15111838.39,85743258.22,3591040.30,55940404.77,17622616.46
2021,Março,DF,3820579.50,1.95,0.00,2150593.89,0.00,874230.71,1823367.82,84914637.70,177077883.34,352340412.72,3048199627.91,301163454.59,154554398.70,138586582.75,571603947.51,411965.67,238546894.81,477572183.43,39452559.25,465922894.89,132684777.82,188989518.86,2224.39,1438725108.40,678540837.55
2021,Março,ES,202410898.47,-215.57,0.00,489082.93,18485261.19,209825685.00,77008415.93,55744067.39,6220220.75,167227614.10,85368136.18,11014672.62,30012198.29,7787505.44,14938234.98,1038393.60,4890457.04,466854065.91,811087.12,128021749.36,4542452.37,75711638.51,32893.91,38080526.58,18642224.07
2021,Março,GO,39975357.37,2306.78,87553.64,7556660.75,35182.17,5342904.20,31745323.00,68052491.93,1236684.06,237018957.63,122514438.74,6948778.62,4446516.80,8614621.52,13872939.48,4850635.04,514252.07,335610808.89,84438.66,118076251.53,780323.21,107736279.92,4920.93,48829798.67,31443337.75
2021,Março,MA,4378299.79,12.15,1125.00,3787791.27,6665.10,326240.74,730033.21,14937232.41,632.13,51422988.79,43627079.86,3857803.96,6461909.59,2672099.96,608414.69,346310.36,87677.03,112905180.98,14240.09,40499872.78,2555.54,29829308.15,5171327.12,30888369.28,4810686.84
2021,Março,MG,180843166.66,-163.36,349757003.48,34253706.13,38730.63,105017333.24,201817227.56,195696976.60,12658471.55,2010841697.04,495215444.22,62691650.48,82593232.35,45434318.31,96143742.32,2885516.51,31946975.54,1100679547.70,4805469.53,346227228.44,7962219.46,778329159.20,941.99,185642858.47,24744361.88
2021,Março,MS,643036.92,-54.77,0.00,72579.08,0.00,626584.98,9669249.81,30100307.68,3352.11,87861492.24,51196581.01,4230627.87,920398.87,3672008.78,8751767.83,3621970.62,10829.87,115739465.56,1901.21,47370464.66,9042.49,42527535.17,0.00,26376969.65,16471010.60
2021,Março,MT,2536082.42,1564.86,0.00,3311781.26,0.00,1813407.63,4581130.20,27258935.46,49571.42,172290807.53,85215300.35,6013237.36,39897094.68,4968328.64,22705142.41,6340984.79,298124.20,164280723.32,49784.37,61244964.22,60343.38,95219826.48,392671.16,27908589.06,7921530.71
2021,Março,PA,7878166.42,328.32,0.00,1953008.71,16995.43,6310849.09,19189856.68,18700610.61,37978875.42,87358684.03,79186872.98,3480533.54,6524073.02,5559650.76,43793490.37,744794.56,12441215.13,165473161.26,2024957.48,61806976.18,40292755.90,47307666.80,1665448.10,50049731.95,2928837.57
2021,Março,PB,4686641.82,-1483.61,0.00,2300606.44,20.70,2582986.29,3099052.57,16288792.67,906.56,38943799.03,56684024.64,2435346.08,581515.64,1911478.31,2127079.41,97047.09,20024.70,80811235.83,3598.96,27340995.69,543.94,28881820.40,0.00,57130889.22,2795843.26
2021,Março,PE,154382507.92,4576.89,0.00,22694947.15,12526746.25,78174285.16,51599720.59,36889126.64,124662.71,205825706.40,153512467.98,10812163.73,15609671.11,9472835.58,5010299.20,207695.21,1211422.29,513611859.20,208666.73,152028537.16,142063.56,131513775.52,28913.73,81217071.44,25142172.62
2021,Março,PI,4125.07,-2.59,0.00,1397570.83,5126.32,0.00,1771209.17,8859177.80,0.00,28546412.33,26595189.60,769844.71,64261.33,2141198.90,512927.97,741902.48,24446.73,38986071.34,4250.37,16511682.79,961.01,16437920.47,0.00,25221690.81,1769668.29
2021,Março,PR,538457654.75,197.44,60.11,3246950.70,20091081.16,274088025.18,157801462.23,131909675.81,40358412.13,670095649.97,369503884.58,48220053.49,42736096.03,25796794.74,71117122.63,3777721.26,11600213.22,1313796788.82,1916068.95,346437931.52,43382210.94,297623610.52,11285480.23,85235216.12,60641679.09
2021,Março,RJ,284949362.33,-205.83,3140159.87,18361251.74,9390669.35,152237656.62,117169619.06,409241710.40,224975718.26,3532419624.29,1708078310.29,643321509.75,897169928.78,117349632.77,117447128.70,246168.14,205546540.82,3566856784.89,33048509.58,894675092.59,143666064.76,1394091743.68,160970461.93,295683149.70,662223319.90
2021,Março,RN,455349.84,5.79,0.00,936198.71,11579.24,214142.53,4454850.94,12023404.55,0.00,51358368.73,48522058.98,1957825.72,642653.38,2445967.36,1691317.58,81813.00,45293.73,71214106.79,7361.32,38393371.56,0.00,30376493.59,0.00,45569123.08,3485629.95
2021,Março,RO,34119.94,-56.13,320.69,57163.42,48134.11,8656.64,5309813.73,18636316.08,219519.80,40715850.47,20161266.27,1439569.78,1697728.18,1292909.09,10248008.08,201851.21,358347.03,39879797.68,58084.30,15492515.38,157801.47,37593029.86,0.00,26610623.34,1912616.43
2021,Março,RR,889.08,0.00,0.00,0.00,0.00,12968.03,45179.69,2912003.02,1726.47,8317916.12,7719332.17,143217.90,21850.02,478192.25,56058.24,137059.43,4054.40,10926712.89,475.17,6121315.34,1981.82,5322441.72,0.00,14408354.54,808355.57
2021,Março,RS,164486213.72,9756.31,88070560.77,13633136.28,41314.37,191697618.22,193603649.79,166463903.19,45707758.03,577393736.86,474306374.40,72427757.88,54102265.12,38209686.87,96736445.79,2205519.08,48323867.00,1074526210.00,7605911.09,301732455.23,29574067.12,273426338.25,1040696.70,140165596.61,40592330.36
2021,Março,SC,1405274110.58,-2360.71,2235.89,12253867.30,20062700.78,684333001.71,266603946.56,178634874.73,1995495.50,468069047.17,225349230.00,74197949.61,27939457.52,26463670.45,42433685.95,928469.61,1510204.25,1845743988.65,273683.11,446297893.54,1266699.22,221725105.68,0.00,62856887.01,44881896.98
2021,Março,SE,25832.84,-196.53,0.00,1386852.61,11159.64,437.99,3787362.49,9702303.44,1429270.54,35950852.68,27117549.47,1719537.37,1488579.55,2446791.48,3970046.57,51171.61,1912142.65,49574273.91,320150.08,21829641.36,1183016.84,20270028.31,0.00,21848371.32,1637443.80
2021,Março,SP,2795288309.56,338961.07,1448342.87,57555780.65,109776518.21,1152146873.68,1273452253.70,1242119718.78,1146536743.38,5253115934.36,4651462437.22,1764497825.22,1700854725.74,639174474.82,2215788515.85,4541819.52,758797324.17,8854028411.29,123299256.97,2231916556.23,848133672.28,2459592607.57,2235694.05,170771125.24,614456815.50
2021,Março,TO,957.00,466.83,0.00,574791.87,0.00,511301.45,1508951.22,5996606.33,0.00,17661258.75,13004585.36,347292.91,84908.49,920758.95,239334.76,843164.83,28700.34,29083066.77,4920.40,13858489.25,4723.71,11598042.94,2238.34,12073423.51,1134344.27
2021,Fevereiro,AC,2489.94,-2.21,0.00,152844.79,0.00,190558.78,43226.60,1987794.11,0.00,12760128.56,8328388.60,542304.47,125071.45,761664.44,462888.35,15335.24,10719.01,12830320.39,1574.15,8218688.86,7341.94,6566858.68,0.00,8150279.03,308919.52
2021,Fevereiro,AL,8849860.01,1588.90,0.00,1396851.68,565.00,10802.46,8667421.46,9466505.29,48.16,27191321.45,33197822.80,862936.60,4569626.74,2047643.06,784383.62,104478.44,34120.62,74064740.62,6143.64,24720086.29,113.85,18655709.88,10719.90,26441934.81,968670.59
2021,Fevereiro,AM,63119032.77,-3.17,0.00,2202318.78,21378.00,12491086.71,2538843.78,10167817.11,254107.30,161308928.71,80569785.10,11283770.10,10654628.54,6015121.10,3966245.04,76455.11,219823.56,343019052.77,35645.85,92345592.07,161617.29,125372133.06,1962906.50,27089088.86,136816632.45
2021,Fevereiro,AP,252703.72,0.00,0.00,0.00,0.00,2451.79,160086.34,2489553.85,0.00,6444713.25,5331470.82,111921.01,30362.29,293105.53,236493.39,6803.13,3770.99,8933224.19,584.19,4213540.85,0.00,4174317.65,0.00,24334612.83,-139234.86
2021,Fevereiro,BA,106351925.80,145.51,4877.62,20313324.85,17480.87,57690468.94,76782219.46,39495905.47,1152715.10,211912129.13,153450103.34,8580936.31,14316321.18,12562366.63,5780063.31,1113643.90,1265121.93,438657093.66,204963.59,141649280.34,773946.07,169403117.67,0.00,72157062.29,-6426786.67
2021,Fevereiro,CE,84209472.68,-17.60,0.00,12877186.45,8813.90,39059635.36,38684140.36,22000455.10,25511278.63,129901932.50,139348275.84,11998202.25,4736642.95,12145385.36,2613369.10,117624.88,25125265.41,766939394.51,4090976.93,101388111.65,15856982.65,97377640.56,3311116.48,55353321.32,7633568.42
2021,Fevereiro,DF,2750381.60,-121.70,0.00,2953020.52,5958.05,413428.89,1499205.57,47816119.26,61227697.50,355410490.38,3016909739.88,229562356.02,83071832.13,138119677.96,524039039.06,61500.36,226024739.97,468535975.84,37557566.75,687609521.49,23812933.90,198326779.61,0.00,1436802387.03,412530068.49
2021,Fevereiro,ES,207829447.19,-315.83,0.00,672754.96,11789151.56,160700650.36,79583777.03,22561831.69,4971266.90,161378153.98,91215754.19,12090529.26,13528240.71,7979050.68,12463210.88,163594.17,5302800.30,429962650.51,892992.42,123732742.63,3937585.55,82319460.89,32872.30,27374100.41,5258120.88
2021,Fevereiro,GO,37233758.25,2068.21,46080.96,8501002.60,10731.19,5118185.18,31108448.35,45478623.23,956348.00,319355894.49,117389417.32,8926247.93,4190686.32,8856889.75,11748649.94,2442126.38,523666.66,389519061.58,79032.79,127915976.77,668550.75,144642044.78,4914.76,48620462.18,8300639.25
2021,Fevereiro,MA,7823847.18,-4.77,0.00,4034903.21,6285.92,305448.00,1427366.29,12309472.52,932.61,45425332.01,38809670.68,1366437.74,633875.53,2923604.30,626399.78,182975.25,50287.41,158473367.96,8129.40,48487545.90,937.25,29536684.83,2592197.83,30608217.20,3871982.80
2021,Fevereiro,MG,159408983.82,-1215.35,397696379.85,45372623.91,12211.75,80847487.12,200984896.44,160945884.54,16800588.11,1034435685.61,504311283.84,60756865.71,42704486.71,44223673.60,84634715.69,2185385.82,33669955.86,1131486031.52,5572170.81,386054502.85,10745753.48,485377636.51,186.30,186164585.48,-55601848.53
2021,Fevereiro,MS,344061.34,-21.24,0.00,173287.04,6385.47,502825.90,9540823.34,17776932.51,1345.01,90066776.69,45055496.05,5346662.93,5139374.10,3482251.79,8453369.89,3855030.51,16003.40,117311948.56,2641.00,49030824.01,3585.95,43234010.87,48615.30,25927579.92,947396.34
2021,Fevereiro,MT,4971051.30,-5.32,0.00,4577551.63,0.00,1388826.00,3915808.42,24933031.57,123040.99,171767669.74,71836214.78,4799304.07,3408969.77,3805691.40,21172278.37,3958174.62,255657.21,154066972.79,41970.43,56543642.46,119654.77,99058459.97,655.19,27918873.14,6210198.72
2021,Fevereiro,PA,14918689.73,549.81,0.00,2055902.86,19252.72,6663385.40,21830544.94,15548829.65,19321552.87,89961400.29,79903896.00,3876883.19,6078743.12,4766475.45,16908454.09,502314.99,13117384.87,134130030.34,2136831.00,54940444.52,14151538.13,48250990.12,1739212.05,49811596.54,-181698.95
2021,Fevereiro,PB,4201247.48,-1712.67,0.00,4235125.80,68127.96,3568740.81,4081477.58,11098356.14,943.70,41658273.75,56171332.92,1840580.79,252532.28,2221132.43,2217466.08,1110757.36,21046.26,81704379.46,3993.29,31581799.57,699.61,27438315.75,0.00,56591789.92,1598165.96
2021,Fevereiro,PE,122883039.96,5934.20,0.00,28136425.74,7201769.70,56253737.61,51718347.07,32931726.97,5075841.49,163095563.84,151354225.04,12384494.24,6699392.38,10895463.35,15881121.74,246443.23,803763.08,497888795.32,128735.30,145954754.28,212194.91,116083656.76,2161921.50,78793079.04,48867387.59
